
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
2141         	002040   	      23322	Spring 2014	MGA                        	Dfn 146                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         225	         36	Accounting Information Systems
2141         	002040   	      23322	Spring 2014	MGA                        	Dfn 148                                           	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	         228	         36	Accounting Information Systems
2141         	002043   	      11988	Spring 2014	MGA                        	Jacobs 122                                        	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	          54	         37	Auditing
2141         	002044   	      11987	Spring 2014	MGA                        	Jacobs 110                                        	LCTR         	14-MAY-2014	08:00        	11:00      	M9          	          85	         44	Intro to Federal Income Taxes
2141         	002045   	      11805	Spring 2014	MGA                        	Nsc 201                                           	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	         250	         35	Advanced Financial Accounting
2141         	002045   	      11866	Spring 2014	MGA                        	Nsc 201                                           	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	         250	         42	Advanced Financial Accounting
2141         	002045   	      11984	Spring 2014	MGA                        	Nsc 201                                           	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	         250	         47	Advanced Financial Accounting
2141         	002058   	      11986	Spring 2014	MGA                        	Nsc 201                                           	LCTR         	12-MAY-2014	08:00        	11:00      	M8          	         250	          6	Advanced Financial Reporting
2141         	002069   	      11974	Spring 2014	MGA                        	Alfier 103                                        	LCTR         	13-MAY-2014	19:15        	22:15      	T17         	          43	         29	Cur Iss: Financ Reporting
2141         	002075   	      11971	Spring 2014	MGA                        	Jacobs 112                                        	LCTR         	15-MAY-2014	15:30        	18:30      	T15         	          55	         49	Finan Statement Analysis
2141         	002077   	      21171	Spring 2014	MGA                        	Jacobs 320                                        	LCTR         	13-MAY-2014	08:00        	11:00      	T8          	          34	         21	Adv Top in Internal Audit
2141         	002078   	      11979	Spring 2014	MGA                        	Alfier 103                                        	LCTR         	14-MAY-2014	11:45        	14:45      	M12         	          43	         22	Information Technology Audit
2141         	002082   	      11982	Spring 2014	MGA                        	Jacobs 110                                        	LCTR         	13-MAY-2014	11:45        	14:45      	T11         	          85	         26	Tax Plnng for Closely-Held Bus
2141         	002084   	      11972	Spring 2014	MGA                        	Jacobs 320                                        	LCTR         	12-MAY-2014	18:30        	21:30      	            	          34	         26	Advanced Topics in Corp Tax
2141         	002129   	      15877	Spring 2014	CDS                        	Dfn 148                                           	LCTR         	12-MAY-2014	11:45        	14:45      	MW11        	         228	         88	Audiology: Diag & Manage
2141         	002138   	      15896	Spring 2014	CDS                        	Dfn 02                                            	LCTR         	15-MAY-2014	08:00        	11:00      	TR9         	         110	         84	Phonol Dis: Diag & Mgmt
2141         	002172   	      15318	Spring 2014	CSE                        	Frnczk 422                                        	LCTR         	13-MAY-2014	11:45        	14:45      	TR11        	          58	          8	Adv Network Concepts
2141         	002176   	      23108	Spring 2014	CSE                        	Nsc 228                                           	LCTR         	12-MAY-2014	15:30        	18:30      	MWF14       	          97	         56	Parallel Algorithms
